userAcceleration.x,userAcceleration.y,rotationRate.x,rotationRate.y,gravity.x,gravity.y,attitude.roll,attitude.pitch,class
-0.067504,-0.0150169999999999,-0.000107,-0.014582,-0.335068,0.940462,-1.403655,-1.2239870000000002,standing
0.162739,1.182176,-5.214948000000001,2.499571,0.030605,0.998702,2.496339,-1.519831,jogging
0.123652,-0.152895,-0.674276,0.3775929999999999,-0.03245,0.979174,-0.160626,-1.36635,walking
0.066325,-0.107717,2.598964,-2.79022,-0.249079,0.949498,-0.91708,-1.251633,jogging
-0.009009,0.671419,-0.219219,2.864557,-0.066019,0.99478,-0.704411,-1.468574,jogging
0.000357,-0.000729,-0.009863,0.006371,0.301111,0.326763,0.324252,-0.332877,sitting
0.16963,0.8780889999999999,3.108542,0.295002,0.030215,0.978096,2.995864,-1.361111,jogging
0.00628,0.007098,-0.023844,-0.061647,0.245612,0.358304,0.266212,-0.366451,sitting
-0.02431,-0.0021609999999999,0.029611,0.07166,-0.313779,0.949381,-1.6166049999999998,-1.251259,standing
0.003895,0.002874,-0.001713,-0.00364,0.195095,0.452128,0.2205099999999999,-0.469149,sitting
-0.03222,-0.001296,-0.002641,0.017681,-0.392631,0.915419,-1.348875,-1.156548,standing
0.011496,0.009983,0.036616,0.0038759999999999,0.307031,0.324001,0.330523,-0.3299559999999999,sitting
-0.000915,0.000815,0.019003,0.0030239999999999,0.294311,0.37861,0.323601,-0.388294,sitting
-0.375679,1.677761,-4.133375,1.380868,-0.090401,0.904347,-0.21343,-1.1298469999999998,jogging
0.084691,-1.474477,-0.127369,-0.552793,-0.1748559999999999,0.927358,-0.4862689999999999,-1.187288,jogging
-0.012676,0.002721,-0.023329,-0.0032979999999999,0.211284,0.383357,0.230805,-0.393428,sitting
-0.045,0.089689,0.14974,-0.315222,-0.447752,0.893725,-1.509982,-1.10558,standing
-0.140823,-0.004292,-0.284497,-0.131144,0.010497,0.986363,0.0638789999999999,-1.405459,walking
-0.025415,0.01854,-0.021004,-0.190494,-0.349967,0.936614,-1.524037,-1.212838,standing
0.011923,0.007437,-0.062882,0.019851,-0.429251,0.89866,-1.777671,-1.116706,standing
-0.258925,-0.728358,2.771527,-0.361993,-0.184495,0.975764,-2.138434,-1.350184,jogging
-0.0456149999999999,-0.067156,-0.4845239999999999,0.055639,-0.094659,0.956102,-0.329027,-1.273399,walking
-0.007543,-0.001941,-0.0283709999999999,0.007778,0.28121,0.333759,0.302927,-0.340288,sitting
0.01874,0.0273399999999999,-0.029113,0.002872,0.307783,0.348652,0.334597,-0.356132,sitting
0.169682,-0.06225,-0.8297620000000001,0.693258,-0.165791,0.976038,-0.866777,-1.35144,walking
0.020066,0.002833,-0.030869,-0.0294149999999999,0.281036,0.341298,0.303633,-0.348298,sitting
-0.0553809999999999,-0.008331,-0.0146069999999999,0.0106349999999999,-0.3568199999999999,0.93071,-1.35009,-1.196348,standing
-0.003317,0.014481,-0.000744,0.0383279999999999,0.258459,0.329376,0.277273,-0.335642,sitting
0.034593,-0.021164,-0.0248,0.006118,0.30316,0.344909,0.328876,-0.352142,sitting
-0.0037,-0.003048,0.01001,-0.0128919999999999,0.274253,0.353481,0.297552,-0.36129,sitting
-0.049934,-0.0063,-0.003061,-0.002437,-0.356697,0.930342,-1.33704,-1.195345,standing
0.005127,0.0028699999999999,0.009436,-0.005794,0.2130739999999999,0.404723,0.235172,-0.416676,sitting
0.011822,0.003214,-0.013335,-0.0137729999999999,0.268925,0.353109,0.291554,-0.3608929999999999,sitting
-0.013708,-0.003009,-0.013978,-0.03146,-0.307063,0.951343,-1.651907,-1.257564,standing
-0.058702,-0.456372,-0.408666,-0.768472,-0.015059,0.983853,-0.084259,-1.39085,walking
-0.004503,0.2432869999999999,0.323407,-0.367992,-0.050444,0.965667,-0.195485,-1.307998,walking
-0.042762,0.021643,0.068717,0.012092,0.299109,0.347894,0.324715,-0.355324,sitting
0.001929,0.00299,0.000515,-0.0008759999999999,0.281381,0.332902,0.303017,-0.33938,sitting
-0.006325,0.004893,-0.013973,-0.003694,0.200219,0.348607,0.215278,-0.356085,sitting
0.012368,0.004092,0.013671,-0.000216,0.3098059999999999,0.332838,0.334755,-0.339311,sitting
-0.004176,-0.00243,-0.008827,0.002228,0.301691,0.329929,0.325293,-0.336229,sitting
-0.14045,0.072405,-1.00201,0.204842,0.01255,0.977049,0.05898,-1.356137,walking
0.007435,1.061873,-4.635199,0.904808,-0.075764,0.984315,-0.444087,-1.39345,jogging
-0.390874,-0.561333,2.623748,2.334146,0.073232,0.944588,2.916571,-1.236338,jogging
-0.020086,-9e-06,0.002843,0.074879,-0.299052,0.954232,-1.580589,-1.267082,standing
0.007109,0.017805,-0.00161,0.134029,0.252306,0.361498,0.274022,-0.369874,sitting
-0.179019,0.3749139999999999,0.667618,-0.4430699999999999,-0.080777,0.968653,-0.331198,-1.319749,walking
-0.016433,-0.004744,0.009298,0.013859,-0.3230139999999999,0.946105,-1.641894,-1.240989,standing
-0.591567,1.558362,4.907978,-2.759921,-0.082231,0.994846,-2.195687,-1.469222,jogging
-0.049207,-0.003125,-0.0134389999999999,0.000723,-0.359653,0.929181,-1.3383200000000002,-1.19219,standing
-0.117834,0.432313,-0.180145,0.4612159999999999,0.042303,0.998046,2.396448,-1.508267,walking
-0.045085,-0.007911,0.0305079999999999,-0.0397319999999999,-0.359929,0.930137,-1.371543,-1.194786,standing
0.004262,0.0035229999999999,-0.001418,0.001271,0.282833,0.332705,0.304607,-0.3391699999999999,sitting
-0.024105,-0.008785,-0.032151,0.117546,-0.327167,0.944621,-1.6471810000000002,-1.2364389999999998,standing
0.0074719999999999,0.0036729999999999,-0.004679,-0.009496,0.310872,0.331655,0.3357989999999999,-0.338057,sitting
0.004644,0.0014529999999999,0.003986,0.00856,0.302775,0.329541,0.3264559999999999,-0.335817,sitting
-0.004966,0.006386,0.004644,-0.004736,0.195884,0.4527819999999999,0.221501,-0.469883,sitting
0.005748,0.001168,0.00106,0.018125,0.350438,0.357185,0.3845989999999999,-0.365252,sitting
0.011354,-0.002467,0.005888,-0.012704,0.259963,0.327479,0.278729,-0.333634,sitting
0.004756,0.002767,0.006248,-0.000437,0.212255,0.405573,0.2343489999999999,-0.417606,sitting
-0.015802,0.001347,0.000274,0.0146629999999999,-0.31893,0.947628,-1.622435,-1.245724,standing
0.001306,0.000754,-0.002751,0.0027559999999999,0.19535,0.452218,0.220815,-0.469251,sitting
-0.032465,-0.00286,0.00627,0.005335,-0.391257,0.916648,-1.365118,-1.159611,standing
0.022472,0.025484,-0.069387,0.0753,-0.384182,0.92288,-1.639088,-1.1754950000000002,standing
0.00025,0.0046229999999999,0.047679,-0.08471,-0.467825,0.8837430000000001,-1.59462,-1.0838020000000002,standing
0.016007,0.005312,-0.024422,-0.0025989999999999,0.2021329999999999,0.385801,0.220887,-0.396076,sitting
0.015607,0.005649,0.059574,0.034463,0.272418,0.363186,0.296717,-0.371686,sitting
-0.000494,0.003039,0.024647,-0.009059,0.276342,0.324353,0.29646,-0.330328,sitting
-0.027912,-1.9e-05,-0.008213,0.013825,-0.370998,0.92609,-1.387767,-1.183914,standing
-0.038474,-0.007456,0.029012,0.005331,-0.3229,0.946298,-1.619993,-1.241587,standing
-0.03981,6e-05,0.003522,-0.02791,-0.384842,0.918168,-1.331135,-1.163432,standing
-0.008413,0.35899,0.042252,0.727405,0.001516,0.999988,2.50968,-1.565952,walking
0.102594,0.316084,-0.501564,0.463885,-0.0468839999999999,0.990755,-0.353439,-1.434713,walking
-0.033935,-0.006154,0.010496,-0.040763,-0.3663639999999999,0.928045,-1.389487,-1.189128,standing
-0.039061,-0.005688,-0.011281,-0.042227,-0.320681,0.947171,-1.585523,-1.2442959999999998,standing
8.3e-05,0.0119849999999999,-0.013429,0.040086,-0.388236,0.92135,-1.621478,-1.171539,standing
-0.306621,-0.046122,1.043425,0.691006,0.035412,0.988658,0.238333,-1.420039,walking
-0.044093,-0.473543,0.127939,-0.316736,0.008524,0.971163,0.035775,-1.33006,walking
-0.0022789999999999,-0.001519,0.094868,0.000338,-0.448908,0.889199,-1.764641,-1.095591,standing
0.0085709999999999,0.0030269999999999,0.005866,-7.3e-05,0.265752,0.356027,0.288366,-0.364013,sitting
0.01018,-0.01087,0.010395,-0.013203,0.210401,0.396414,0.231232,-0.4076079999999999,sitting
-0.05266,-0.007098,-0.015833,0.0601019999999999,-0.353467,0.931933,-1.346454,-1.199707,standing
-0.042568,0.051926,-0.1504349999999999,-0.03098,-0.354954,0.934722,-1.522234,-1.207477,standing
-0.303909,-1.010658,1.771554,-1.610281,0.088516,0.905372,2.931571,-1.132255,jogging
-0.0138139999999999,-0.003954,0.001395,-0.077841,-0.323085,0.945787,-1.672084,-1.240009,standing
-0.025563,0.002889,-0.184376,0.2406469999999999,-0.41917,0.906108,-1.435317,-1.133991,standing
0.005626,0.0031219999999999,0.0013109999999999,-0.002362,0.2792409999999999,0.326101,0.2998619999999999,-0.332176,sitting
-0.035626,0.004163,0.021569,-0.005207,-0.365848,0.927386,-1.360486,-1.187364,standing
-0.065093,-0.1056859999999999,-0.0373709999999999,0.2434719999999999,-0.381044,0.923649,-1.464674,-1.1774950000000002,standing
0.007479,0.004068,0.021433,0.009843,0.190412,0.45658,0.215691,-0.474147,sitting
-0.032053,-0.0089769999999999,0.022003,-0.016113,-0.322851,0.946431,-1.554974,-1.241999,standing
0.173247,-0.367221,0.408946,-1.215665,-0.186339,0.932391,-0.541722,-1.200972,walking
-0.104888,0.05956,-0.661569,0.322219,0.047149,0.998225,0.922425,-1.511205,walking
-0.00413,0.003676,0.003339,-0.005936,0.275736,0.324784,0.295838,-0.330784,sitting
-0.1053549999999999,0.500141,-0.353936,-0.038951,-0.049888,0.96397,-0.188722,-1.3015450000000002,walking
0.006814,0.013451,-0.020875,0.09324,-0.402902,0.902763,-1.213085,-1.12615,standing
0.006525,0.013798,-0.023931,0.0012289999999999,-0.382227,0.923733,-1.635336,-1.177714,standing
-0.049966,-0.058461,-0.0546309999999999,0.066007,-0.398185,0.917104,-1.522999,-1.160754,standing
-0.223955,-1.306724,-0.009161,-0.6561739999999999,-0.252089,0.765205,-0.402339,-0.871359,jogging
-0.004518,0.003747,-0.033341,0.027923,-0.4413439999999999,0.897086,-1.52367,-1.11313,standing
-0.0307709999999999,-0.0068049999999999,0.01043,-0.0386079999999999,-0.3939269999999999,0.916717,-1.403012,-1.159784,standing
-0.005497,0.011126,-0.005233,-0.002355,0.189335,0.457349,0.214548,-0.475012,sitting
-0.03671,-0.003345,0.006456,-0.033162,-0.385287,0.918796,-1.351626,-1.165018,standing
-0.013007,-0.005937,-0.00215,-0.020059,-0.328546,0.943727,-1.684918,-1.233723,standing
-0.01785,-0.068578,-0.041509,0.255273,-0.379046,0.924519,-1.467055,-1.179773,standing
-0.026607,0.010166,0.020151,-0.0022489999999999,-0.374181,0.924679,-1.384799,-1.180192,standing
-0.272469,-0.094765,1.141729,0.810697,0.071465,0.996636,1.0636219999999998,-1.488746,walking
-0.03926,-0.006118,-0.02798,0.0087459999999999,-0.324265,0.945937,-1.549986,-1.240472,standing
0.003997,0.005509,-0.001951,0.002705,0.277115,0.325363,0.297427,-0.331395,sitting
0.004352,0.006101,0.023722,0.005496,0.292278,0.382663,0.321887,-0.392677,sitting
-0.040941,-0.003403,-0.0640169999999999,0.011211,-0.355772,0.932068,-1.381202,-1.20008,standing
-0.03008,-0.013993,0.0035369999999999,-0.023131,-0.392832,0.91835,-1.449017,-1.163892,standing
-0.019088,0.368739,-0.252263,0.69191,0.031524,0.999395,1.186794,-1.536009,walking
0.034792,-0.149233,0.828522,-0.676091,0.012617,0.983232,0.069279,-1.387414,walking
-0.009529,-0.004779,-0.0004759999999999,-0.027737,-0.3215719999999999,0.946597,-1.641789,-1.242513,standing
-0.034249,0.005935,0.016967,-0.043841,-0.3915929999999999,0.915284,-1.334245,-1.156211,standing
-0.021117,-0.003585,0.016469,-0.0087459999999999,-0.298402,0.954391,-1.603223,-1.267613,standing
-0.33688,1.316742,4.7332790000000005,-0.0228039999999999,0.012387,0.998688,2.895917,-1.519567,jogging
-0.053714,-0.015102,0.0022789999999999,0.011159,-0.3589449999999999,0.930813,-1.3813950000000002,-1.19663,standing
0.145251,0.928096,-5.168476,2.211604,0.013425,0.998647,2.879234,-1.518767,jogging
-1.033772,3.021774,4.337137,-7.172725,-0.215664,0.8790889999999999,-0.469527,-1.073948,jogging
-0.020715,0.002121,-0.002543,-0.0001909999999999,-0.36489,0.927124,-1.340854,-1.186663,standing
-0.031366,-0.006345,-0.015698,0.012191,-0.296164,0.955137,-1.569606,-1.270122,standing
0.047763,-0.1582039999999999,-0.757922,0.4845899999999999,0.059873,0.994721,0.624529,-1.467997,walking
0.016747,0.038982,0.049694,0.049253,-0.431435,0.899907,-1.716325,-1.119556,standing
-0.01809,-0.004028,0.013503,-0.038126,-0.311821,0.949432,-1.6864290000000002,-1.251422,standing
-0.009621,-0.013809,-0.188288,0.0922299999999999,-0.370583,0.927566,-1.442447,-1.187845,standing
-0.084934,0.004619,-0.040855,-0.045269,-0.396206,0.917943,-1.620923,-1.162863,standing
-0.469347,0.057322,-0.814631,-0.190072,-0.077315,0.982122,-0.4232479999999999,-1.381419,walking
-0.023033,-0.017056,0.002794,-0.027207,-0.3199849999999999,0.947354,-1.60269,-1.244867,standing
-1.942153,3.617926,1.432171,3.47677,-0.094056,0.963312,-0.358069,-1.29908,jogging
0.02366,1.301922,-6.60053,1.446199,-0.087686,0.968922,-0.362359,-1.320833,jogging
-0.020418,-0.0004599999999999,-0.014447,0.04177,-0.372847,0.924899,-1.373634,-1.18077,standing
0.020507,0.003035,0.008941,0.01889,0.252793,0.330034,0.271107,-0.336339,sitting
-0.029686,0.002723,0.010565,-0.020719,-0.404686,0.912896,-1.439643,-1.150324,standing
-0.018906,0.0033619999999999,1.217783,-0.2462599999999999,0.010193,0.992503,0.08351,-1.448267,walking
0.2430719999999999,1.165298,3.106081,-1.053475,0.0291449999999999,0.992158,0.2353449999999999,-1.445475,jogging
-0.026729,0.023893,-0.110451,0.3143869999999999,-0.353108,0.935397,-1.519,-1.209379,standing
0.2061079999999999,-0.08855,-0.698282,0.66874,-0.130501,0.974551,-0.621681,-1.344712,walking
0.006715,0.004135,0.01083,-0.018324,0.295699,0.343567,0.320315,-0.350713,sitting
-0.034577,-0.009457,0.059597,-0.071965,-0.390411,0.919048,-1.433182,-1.165659,standing
0.034111,0.013602,0.2382099999999999,-0.083897,-0.389336,0.912409,-1.257409,-1.149131,standing
-0.032266,-0.356137,0.778542,-0.122072,0.08294,0.994656,0.936393,-1.467369,walking
0.0017579999999999,0.008165,0.006677,-0.000305,0.291775,0.370115,0.319486,-0.379133,sitting
-0.4580869999999999,0.112552,1.334215,0.690947,-0.111097,0.988614,-0.8310040000000001,-1.419746,jogging
0.502487,-1.219903,-3.255964,1.227953,-0.256927,0.8473440000000001,-0.505012,-1.010964,jogging
-0.057717,-0.00999,0.030947,-0.029271,-0.347923,0.933528,-1.328184,-1.2041309999999998,standing
-0.032091,0.265255,0.459229,-1.027892,-0.0585759999999999,0.968952,-0.2392719999999999,-1.320956,walking
-0.013661,0.008801,-0.005506,0.052396,-0.487911,0.868625,-1.396111,-1.0524209999999998,standing
0.120627,0.1919799999999999,0.5505770000000001,0.475944,0.000543,0.999228,3.127698,-1.53149,walking
0.001358,0.069898,0.0327709999999999,-0.01486,-0.384735,0.911486,-1.209294,-1.146882,standing
-0.005603,0.0140669999999999,0.005143,-0.026104,-0.455747,0.8786790000000001,-1.268484,-1.0730879999999998,standing
0.071947,0.173798,0.466404,-0.637687,-0.100649,0.990845,-0.841427,-1.435375,walking
-0.002624,0.030425,0.023675,-0.1264829999999999,0.298859,0.416307,0.334923,-0.42938,sitting
0.006375,0.003327,0.007518,0.0016829999999999,0.2043029999999999,0.34555,0.2194719999999999,-0.352825,sitting
0.003093,0.0017079999999999,-0.002778,0.000641,0.275196,0.322297,0.294968,-0.328155,sitting
0.002444,0.0526809999999999,-0.535312,0.266975,-0.079074,0.98246,-0.43816,-1.383223,walking
-0.018333,0.002405,0.031632,-0.0189979999999999,-0.380715,0.92243,-1.402766,-1.174327,standing
-0.45352,-0.457012,-2.4196,0.63502,-0.003618,0.999477,-3.029375,-1.538465,jogging
0.0068239999999999,0.0054259999999999,-0.003792,-0.000123,0.271878,0.349249,0.294382,-0.35677,sitting
-0.005377,-0.00399,0.018588,0.0453779999999999,-0.319238,0.947654,-1.580832,-1.245807,standing
-0.010914,0.003838,-0.018181,-0.024016,-0.507488,0.858757,-1.432635,-1.032838,standing
0.949284,-1.739118,-2.406129,5.295679,-0.1963089999999999,0.936414,-0.5937560000000001,-1.212269,jogging
0.021131,0.05717,-0.100316,-0.0213259999999999,0.298693,0.330007,0.321952,-0.336311,sitting
-0.009784,0.0152699999999999,-0.042482,-0.011786,-0.505215,0.8614229999999999,-1.468818,-1.038065,standing
-0.0191509999999999,-0.0045,0.010018,-0.0560279999999999,-0.377532,0.92346,-1.391426,-1.1770040000000002,standing
-0.022904,0.0050409999999999,-0.000399,-0.005654,-0.376846,0.923472,-1.381967,-1.177033,standing
-0.0403209999999999,-0.436931,1.332854,-1.923443,-0.216896,0.774349,-0.349873,-0.8856850000000001,jogging
0.008777,0.001273,-0.004726,-0.00063,0.292844,0.369058,0.320548,-0.3779949999999999,sitting
0.0436449999999999,0.343403,0.8140729999999999,-0.924646,-0.152822,0.933773,-0.4412609999999999,-1.204814,walking
-0.014444,0.011959,0.019378,-0.003992,-0.376471,0.923954,-1.39296,-1.178291,standing
0.021081,0.162095,1.116334,-0.220266,-0.048806,0.955794,-0.166786,-1.272349,walking
